sent_id,sentence,span,head_form,head_lemma,head_upos,case_marker,preposition,dative_type,relation,governor,governor_upos,split
train-s2917,"Am nde des Jahres 1542 predigte Bucer im Bonner Münster, dagegen protestierte das Domkapitel zunächst erfolgreich.",dem nde,nde,nde,NOUN,an,an,dative_prep_an,obl,predigte,VERB,train
train-s2917,"Am nde des Jahres 1542 predigte Bucer im Bonner Münster, dagegen protestierte das Domkapitel zunächst erfolgreich.",Münster,Münster,Münster,PROPN,,,other_dative,flat,Bonner,PROPN,train
train-s2919,"Im Gegenüber erkennt die nicht autonome und nicht selbstbestimmte Existenz ihr eigenes Ausgeliefertsein, ihre Unzulänglichkeit und ihre Verletzbarkeit.",dem Gegenüber,Gegenüber,Gegenüber,PROPN,in,in,dative_prep_in,obl,erkennt,VERB,train
train-s2920,"30 - jährigen Anführers der Gruppe ""Friedenhain - Prestovice"" (mutmaßliche ""baiovarii"") mit germanischen und römischen Grabbeigaben, das 1990 bei Straßenbauarbeiten im Ortsteil Kemathen entdeckt wurde.",germanischen Grabbeigaben,Grabbeigaben,Grabbeigabe,NOUN,mit,mit,dative_prep_mit,nmod,Anführers,NOUN,train
train-s2920,"30 - jährigen Anführers der Gruppe ""Friedenhain - Prestovice"" (mutmaßliche ""baiovarii"") mit germanischen und römischen Grabbeigaben, das 1990 bei Straßenbauarbeiten im Ortsteil Kemathen entdeckt wurde.",Straßenbauarbeiten,Straßenbauarbeiten,Straßenbauarbeit,NOUN,bei,bei,dative_prep_bei,obl,entdeckt,VERB,train
train-s2920,"30 - jährigen Anführers der Gruppe ""Friedenhain - Prestovice"" (mutmaßliche ""baiovarii"") mit germanischen und römischen Grabbeigaben, das 1990 bei Straßenbauarbeiten im Ortsteil Kemathen entdeckt wurde.",dem Ortsteil,Ortsteil,Ortsteil,NOUN,in,in,dative_prep_in,obl,entdeckt,VERB,train
train-s2920,"30 - jährigen Anführers der Gruppe ""Friedenhain - Prestovice"" (mutmaßliche ""baiovarii"") mit germanischen und römischen Grabbeigaben, das 1990 bei Straßenbauarbeiten im Ortsteil Kemathen entdeckt wurde.",Kemathen,Kemathen,Kemathen,PROPN,,,other_dative,appos,Ortsteil,NOUN,train
train-s2921,"Er selbst gewann kein Rennen und wurde nur Zwölfter in der Meisterschaft, was das schlechteste Ergebnis seit 1988 war.",der Meisterschaft,Meisterschaft,Meisterschaft,NOUN,in,in,dative_prep_in,nmod,Zwölfter,NOUN,train
train-s2922,Hans Weinberger wuchs in einem Waisenhaus in Weiden in der Oberpfalz auf.,einem Waisenhaus,Waisenhaus,Waisenhaus,NOUN,in,in,dative_prep_in,obl,wuchs,VERB,train
train-s2922,Hans Weinberger wuchs in einem Waisenhaus in Weiden in der Oberpfalz auf.,Weiden,Weiden,Weiden,PROPN,in,in,dative_prep_in,obl,wuchs,VERB,train
train-s2922,Hans Weinberger wuchs in einem Waisenhaus in Weiden in der Oberpfalz auf.,der Oberpfalz,Oberpfalz,Oberpfalz,NOUN,in,in,dative_prep_in,nmod,Weiden,PROPN,train
train-s2923,Die Handlung ist lose an die Geschichte von Natascha Kampusch angelehnt.,Natascha Kampusch,Natascha,Natascha,PROPN,von,von,dative_prep_von,nmod,Geschichte,NOUN,train
train-s2923,Die Handlung ist lose an die Geschichte von Natascha Kampusch angelehnt.,Kampusch,Kampusch,Kampusch,PROPN,,,other_dative,flat,Natascha,PROPN,train
train-s2924,Darüber hinaus wurde er von 1971 bis 1973 dreimal in Folge DDR - Vizemeister im Einzelmehrkampf.,Folge,Folge,Folge,NOUN,in,in,dative_prep_in,nmod,dreimal,ADV,train
train-s2924,Darüber hinaus wurde er von 1971 bis 1973 dreimal in Folge DDR - Vizemeister im Einzelmehrkampf.,DDR Vizemeister,DDR,DDR,PROPN,,,other_dative,xcomp,wurde,VERB,train
train-s2924,Darüber hinaus wurde er von 1971 bis 1973 dreimal in Folge DDR - Vizemeister im Einzelmehrkampf.,dem Einzelmehrkampf,Einzelmehrkampf,Einzelmehrkampf,NOUN,in,in,dative_prep_in,nmod,DDR,PROPN,train
train-s2925,Sanders reiste im ganzen Land umher und briet Hühner für Restaurantbesitzer und ihre Mitarbeiter.,dem ganzen Land,Land,Land,NOUN,in,in,dative_prep_in,obl,reiste,VERB,train
train-s2930,"Der Audi 50, baugleich mit dem später erschienenen Polo 1, ist somit der Urahn des Audi A1, da sich aus dieser Baureihe der populäre Polo entwickelte, auf dessen fünfter Plattform der A1 aufgebaut ist.",dem erschienenen Polo,Polo,Polo,PROPN,mit,mit,dative_prep_mit,nmod,baugleich,ADJ,train
train-s2930,"Der Audi 50, baugleich mit dem später erschienenen Polo 1, ist somit der Urahn des Audi A1, da sich aus dieser Baureihe der populäre Polo entwickelte, auf dessen fünfter Plattform der A1 aufgebaut ist.",dieser Baureihe,Baureihe,Baureihe,NOUN,aus,aus,dative_prep_aus,obl,entwickelte,VERB,train
train-s2930,"Der Audi 50, baugleich mit dem später erschienenen Polo 1, ist somit der Urahn des Audi A1, da sich aus dieser Baureihe der populäre Polo entwickelte, auf dessen fünfter Plattform der A1 aufgebaut ist.",fünfter Plattform,Plattform,Plattform,NOUN,auf,auf,dative_prep_auf,obl,aufgebaut,VERB,train
train-s2931,Deshalb können medizinische Leitlinien von sehr unterschiedlicher Qualität sein.,unterschiedlicher Qualität,Qualität,Qualität,NOUN,von,von,dative_prep_von,root,ROOT,ROOT,train
train-s2934,Im Computerspiel L.A. Noire (2011) lieh Brücken dem Charakter Elsa Lichtmann für drei Lieder ihre Stimme.,dem Computerspiel,Computerspiel,Computerspiel,NOUN,in,in,dative_prep_in,obl,lieh,VERB,train
train-s2934,Im Computerspiel L.A. Noire (2011) lieh Brücken dem Charakter Elsa Lichtmann für drei Lieder ihre Stimme.,L.A. Noire,L.A.,L.A.,PROPN,,,other_dative,appos,Computerspiel,NOUN,train
train-s2934,Im Computerspiel L.A. Noire (2011) lieh Brücken dem Charakter Elsa Lichtmann für drei Lieder ihre Stimme.,Noire,Noire,Noire,PROPN,,,other_dative,flat,L.A.,PROPN,train
train-s2934,Im Computerspiel L.A. Noire (2011) lieh Brücken dem Charakter Elsa Lichtmann für drei Lieder ihre Stimme.,dem Charakter,Charakter,Charakter,NOUN,,,core_dative_argument,obl:arg,lieh,VERB,train
train-s2934,Im Computerspiel L.A. Noire (2011) lieh Brücken dem Charakter Elsa Lichtmann für drei Lieder ihre Stimme.,Elsa Lichtmann,Elsa,Elsa,PROPN,,,other_dative,appos,Charakter,NOUN,train
train-s2934,Im Computerspiel L.A. Noire (2011) lieh Brücken dem Charakter Elsa Lichtmann für drei Lieder ihre Stimme.,Lichtmann,Lichtmann,Lichtmann,PROPN,,,other_dative,flat,Elsa,PROPN,train
train-s2935,Jahrhunderts und war um die Jahrhundertmitte in seinen Grundzügen ausgebildet.,Grundzügen,Grundzügen,Grundzug,NOUN,in,in,dative_prep_in,obl,ausgebildet,VERB,train
train-s2936,"Die Züge des Neoval - Systems werden von einer einzigen zentralen Schiene geführt, ähnlich wie das Translohr - System, und kommen ohne elektrische Versorgung zwischen den Stationen aus.",einer einzigen zentralen Schiene,Schiene,Schiene,NOUN,von,von,dative_prep_von,obl:agent,geführt,VERB,train
train-s2936,"Die Züge des Neoval - Systems werden von einer einzigen zentralen Schiene geführt, ähnlich wie das Translohr - System, und kommen ohne elektrische Versorgung zwischen den Stationen aus.",den Stationen,Stationen,Station,NOUN,zwischen,zwischen,dative_prep_zwischen,nmod,Versorgung,NOUN,train
train-s2938,Im Gebäude des 1884 / 1885 errichteten ehemaligen Kronprinzessin Stephanie - Spitals in Neulerchenfeld befindet sich eine Musikschule der Stadt Wien.,dem Gebäude,Gebäude,Gebäude,NOUN,in,in,dative_prep_in,obl,befindet,VERB,train
train-s2938,Im Gebäude des 1884 / 1885 errichteten ehemaligen Kronprinzessin Stephanie - Spitals in Neulerchenfeld befindet sich eine Musikschule der Stadt Wien.,Neulerchenfeld,Neulerchenfeld,Neulerchenfeld,PROPN,in,in,dative_prep_in,nmod,Kronprinzessin,PROPN,train
train-s2939,November 1965 wurde er darüber hinaus zum Dompropst ernannt.,dem Dompropst,Dompropst,Dompropst,NOUN,zu,zu,dative_prep_zu,xcomp,ernannt,VERB,train
train-s2940,Dagegen wird in der übrigen Literatur der Kapitalmangel vor allem durch die Reparationslasten und die zunehmenden Kreditschulden wegen der Aufnahme hochverzinster kurzfristiger Kredite bei Londoner und New Yorker Banken erklärt.,der übrigen Literatur,Literatur,Literatur,NOUN,in,in,dative_prep_in,obl,erklärt,VERB,train
train-s2940,Dagegen wird in der übrigen Literatur der Kapitalmangel vor allem durch die Reparationslasten und die zunehmenden Kreditschulden wegen der Aufnahme hochverzinster kurzfristiger Kredite bei Londoner und New Yorker Banken erklärt.,Londoner Banken,Banken,Bank,NOUN,bei,bei,dative_prep_bei,nmod,Aufnahme,NOUN,train
train-s2941,Februar 2011 in Porvoo) war ein finnischer Boxer.,Porvoo,Porvoo,Porvoo,PROPN,in,in,dative_prep_in,nmod,Boxer,NOUN,train
train-s2942,"Die bisherige Ausbildungsarbeit des Hauses wurde als kirchliche Ausbildung von Diakonen weitergeführt, seit 1956 in der Wirtschaftsdiakonie und seit 1964 in der Heilerziehungsdiakonie.",Diakonen,Diakonen,Diakon,NOUN,von,von,dative_prep_von,nmod,Ausbildung,NOUN,train
train-s2942,"Die bisherige Ausbildungsarbeit des Hauses wurde als kirchliche Ausbildung von Diakonen weitergeführt, seit 1956 in der Wirtschaftsdiakonie und seit 1964 in der Heilerziehungsdiakonie.",der Wirtschaftsdiakonie,Wirtschaftsdiakonie,Wirtschaftsdiakonie,NOUN,in,in,dative_prep_in,obl,weitergeführt,VERB,train
train-s2942,"Die bisherige Ausbildungsarbeit des Hauses wurde als kirchliche Ausbildung von Diakonen weitergeführt, seit 1956 in der Wirtschaftsdiakonie und seit 1964 in der Heilerziehungsdiakonie.",der Heilerziehungsdiakonie,Heilerziehungsdiakonie,Heilerziehungsdiakonie,NOUN,in,in,dative_prep_in,nmod,1964,NUM,train
train-s2943,"Die Kirmes (Kirchweih) findet alljährlich im Juni, das Backhausfest im August statt.",dem Juni,Juni,Juni,PROPN,in,in,dative_prep_in,obl,findet,VERB,train
train-s2943,"Die Kirmes (Kirchweih) findet alljährlich im Juni, das Backhausfest im August statt.",dem August,August,August,PROPN,in,in,dative_prep_in,nmod,Backhausfest,NOUN,train
train-s2948,Cornelius Nepos überliefert in seiner aus De viris illustribus stammenden Kurzbiographie Catos eine knappe Inhaltsangabe von dessen historischem Werk.,De viris illustribus,De,De,PROPN,aus,aus,dative_prep_aus,nmod,stammenden,ADJ,train
train-s2948,Cornelius Nepos überliefert in seiner aus De viris illustribus stammenden Kurzbiographie Catos eine knappe Inhaltsangabe von dessen historischem Werk.,viris,viris,viris,PROPN,,,other_dative,flat,De,PROPN,train
train-s2948,Cornelius Nepos überliefert in seiner aus De viris illustribus stammenden Kurzbiographie Catos eine knappe Inhaltsangabe von dessen historischem Werk.,stammenden Kurzbiographie,Kurzbiographie,Kurzbiographie,NOUN,in,in,dative_prep_in,obl,überliefert,VERB,train
train-s2948,Cornelius Nepos überliefert in seiner aus De viris illustribus stammenden Kurzbiographie Catos eine knappe Inhaltsangabe von dessen historischem Werk.,historischem Werk,Werk,Werk,NOUN,von,von,dative_prep_von,nmod,Inhaltsangabe,NOUN,train
train-s2949,"Bei beiden Waffen hebt der Rückstoß die Mündung an, bei der Querflinte wird sie jedoch auch zur Seite bewegt, da hier die Achse der Waffe zwischen den Laufachsen liegt.",beiden Waffen,Waffen,Waffe,NOUN,bei,bei,dative_prep_bei,obl,hebt,VERB,train
train-s2949,"Bei beiden Waffen hebt der Rückstoß die Mündung an, bei der Querflinte wird sie jedoch auch zur Seite bewegt, da hier die Achse der Waffe zwischen den Laufachsen liegt.",der Querflinte,Querflinte,Querflinte,NOUN,bei,bei,dative_prep_bei,obl,bewegt,VERB,train
train-s2949,"Bei beiden Waffen hebt der Rückstoß die Mündung an, bei der Querflinte wird sie jedoch auch zur Seite bewegt, da hier die Achse der Waffe zwischen den Laufachsen liegt.",der Seite,Seite,Seite,NOUN,zu,zu,dative_prep_zu,obl,bewegt,VERB,train
train-s2949,"Bei beiden Waffen hebt der Rückstoß die Mündung an, bei der Querflinte wird sie jedoch auch zur Seite bewegt, da hier die Achse der Waffe zwischen den Laufachsen liegt.",den Laufachsen,Laufachsen,Laufachsen,NOUN,zwischen,zwischen,dative_prep_zwischen,obl,liegt,VERB,train
train-s2950,"Des Weiteren verfügt das Stadion über ein klimatisiertes Business - Center mit 160 Plätzen für Tagungen, Seminare sowie Hochzeiten, Jubiläen und ähnlichen Veranstaltungen mit 200 Plätzen.",160 Plätzen,Plätzen,Platz,NOUN,mit,mit,dative_prep_mit,nmod,Center,NOUN,train
train-s2950,"Des Weiteren verfügt das Stadion über ein klimatisiertes Business - Center mit 160 Plätzen für Tagungen, Seminare sowie Hochzeiten, Jubiläen und ähnlichen Veranstaltungen mit 200 Plätzen.",200 Plätzen,Plätzen,Platz,NOUN,mit,mit,dative_prep_mit,nmod,Hochzeiten,NOUN,train
train-s2951,"Januar 2010 wurde die bis dahin selbstständige Gemeinde Uthausen zusammen mit den Gemeinden Dabrun, Eutzsch, Rackith, Radis, Rotta, Schleesen, Selbitz und Wartenburg in die Stadt Kemberg eingemeindet.",den Gemeinden,Gemeinden,Gemeinde,NOUN,mit,mit,dative_prep_mit,obl,eingemeindet,VERB,train
train-s2951,"Januar 2010 wurde die bis dahin selbstständige Gemeinde Uthausen zusammen mit den Gemeinden Dabrun, Eutzsch, Rackith, Radis, Rotta, Schleesen, Selbitz und Wartenburg in die Stadt Kemberg eingemeindet.",Dabrun,Dabrun,Dabrun,PROPN,,,other_dative,appos,Gemeinden,NOUN,train
train-s2953,"Christoph Langen, einer seiner früheren Anschieber wurde seit den 1990er Jahren sein Konkurrent und Nachfolger.",den 1990er Jahren,Jahren,Jahr,NOUN,seit,seit,dative_prep_seit,nmod,Konkurrent,NOUN,train
train-s2954,"Mai 1760 gegründete französische Loge mit Namen Aux trois Colombes (Zu den drei Tauben), die 1761 in De l'Amitié aux trois Colombes umbenannt wurde lässt sich über das Archiv der ""3 Weltkugeln"" nachweisen.",Namen,Namen,Name,NOUN,mit,mit,dative_prep_mit,nmod,Loge,NOUN,train
train-s2954,"Mai 1760 gegründete französische Loge mit Namen Aux trois Colombes (Zu den drei Tauben), die 1761 in De l'Amitié aux trois Colombes umbenannt wurde lässt sich über das Archiv der ""3 Weltkugeln"" nachweisen.",den Tauben,Tauben,Taube,PROPN,zu,zu,dative_prep_zu,nmod,Colombes,PROPN,train
train-s2957,"Während Kalle nach Ortner sucht, hat Thanner im Polizeifunk vom Sparkassenüberfall erfahren und auch, dass das erste Auto der Täter Ortners war.",Ortner,Ortner,Ortner,PROPN,nach,nach,dative_prep_nach,obl,sucht,VERB,train
train-s2957,"Während Kalle nach Ortner sucht, hat Thanner im Polizeifunk vom Sparkassenüberfall erfahren und auch, dass das erste Auto der Täter Ortners war.",dem Polizeifunk,Polizeifunk,Polizeifunk,NOUN,in,in,dative_prep_in,obl,erfahren,VERB,train
train-s2957,"Während Kalle nach Ortner sucht, hat Thanner im Polizeifunk vom Sparkassenüberfall erfahren und auch, dass das erste Auto der Täter Ortners war.",dem Sparkassenüberfall,Sparkassenüberfall,Sparkassenüberfall,NOUN,von,von,dative_prep_von,obl,erfahren,VERB,train
train-s2959,Eine Gemeindeverbindungsstraße führt nach Heiligenkreuz.,Heiligenkreuz,Heiligenkreuz,Heiligenkreuz,PROPN,nach,nach,dative_prep_nach,obl,führt,VERB,train
train-s2961,"Sieger auf der Marathon - Disatnz wurden Uwe Laenger (2:40 h) und Netti Scoor (3:44 h), beim Halbmarathon gewannen Sebastian Nische (1:16 h) und Diana Zolondek (1:36 h).",Marathon,Marathon,Marathon,NOUN,,,other_dative,compound,Disatnz,NOUN,train
train-s2961,"Sieger auf der Marathon - Disatnz wurden Uwe Laenger (2:40 h) und Netti Scoor (3:44 h), beim Halbmarathon gewannen Sebastian Nische (1:16 h) und Diana Zolondek (1:36 h).",der Marathon Disatnz,Disatnz,Disatnz,NOUN,auf,auf,dative_prep_auf,nmod,Sieger,NOUN,train
train-s2961,"Sieger auf der Marathon - Disatnz wurden Uwe Laenger (2:40 h) und Netti Scoor (3:44 h), beim Halbmarathon gewannen Sebastian Nische (1:16 h) und Diana Zolondek (1:36 h).",dem Halbmarathon,Halbmarathon,Halbmarathon,NOUN,bei,bei,dative_prep_bei,obl,gewannen,VERB,train
train-s2961,"Sieger auf der Marathon - Disatnz wurden Uwe Laenger (2:40 h) und Netti Scoor (3:44 h), beim Halbmarathon gewannen Sebastian Nische (1:16 h) und Diana Zolondek (1:36 h).",Diana Zolondek,Diana,Diana,PROPN,,,other_dative,conj,Sebastian,PROPN,train
train-s2961,"Sieger auf der Marathon - Disatnz wurden Uwe Laenger (2:40 h) und Netti Scoor (3:44 h), beim Halbmarathon gewannen Sebastian Nische (1:16 h) und Diana Zolondek (1:36 h).",Zolondek,Zolondek,Zolondek,PROPN,,,other_dative,flat,Diana,PROPN,train
train-s2963,August 1971 und wurde zunächst zu einer Schleife am Bahnhof Rákow zurückgezogen.,einer Schleife,Schleife,Schleife,NOUN,zu,zu,dative_prep_zu,obl,zurückgezogen,VERB,train
train-s2963,August 1971 und wurde zunächst zu einer Schleife am Bahnhof Rákow zurückgezogen.,dem Bahnhof,Bahnhof,Bahnhof,NOUN,an,an,dative_prep_an,nmod,Schleife,NOUN,train
train-s2963,August 1971 und wurde zunächst zu einer Schleife am Bahnhof Rákow zurückgezogen.,Rákow,Rákow,Rákow,PROPN,,,other_dative,appos,Bahnhof,NOUN,train
train-s2964,Die Wandilla wurde für den Passagierverkehr von Fremantle nach Sydney genutzt.,Fremantle,Fremantle,Fremantle,PROPN,von,von,dative_prep_von,nmod,Passagierverkehr,NOUN,train
train-s2964,Die Wandilla wurde für den Passagierverkehr von Fremantle nach Sydney genutzt.,Sydney,Sydney,Sydney,PROPN,nach,nach,dative_prep_nach,nmod,Passagierverkehr,NOUN,train
train-s2965,"Jh hatte die Stadt nur 2000 Einwohner, doch der Fund von Ölvorkommen führte dazu, dass die Stadt wuchs und so 1926 wieder zur Hauptstadt der Provinz Chuzestan wurde.",Ölvorkommen,Ölvorkommen,Ölvorkommen,NOUN,von,von,dative_prep_von,nmod,Fund,NOUN,train
train-s2965,"Jh hatte die Stadt nur 2000 Einwohner, doch der Fund von Ölvorkommen führte dazu, dass die Stadt wuchs und so 1926 wieder zur Hauptstadt der Provinz Chuzestan wurde.",der Hauptstadt,Hauptstadt,Hauptstadt,NOUN,zu,zu,dative_prep_zu,xcomp,wurde,VERB,train
train-s2966,"Laut Ovid handelte es sich um eine Wassernymphe namens Lara oder ursprünglich Lala, eine Tochter des Flussgottes Almo, die infolge einer Vergewaltigung durch Mercurius zur Mutter der Laren wurde.",Ovid,Ovid,Ovid,PROPN,laut,,other_prepositional_dative,obl,handelte,VERB,train
train-s2966,"Laut Ovid handelte es sich um eine Wassernymphe namens Lara oder ursprünglich Lala, eine Tochter des Flussgottes Almo, die infolge einer Vergewaltigung durch Mercurius zur Mutter der Laren wurde.",Lara,Lara,Lara,PROPN,namens,,other_prepositional_dative,nmod,Wassernymphe,NOUN,train
train-s2966,"Laut Ovid handelte es sich um eine Wassernymphe namens Lara oder ursprünglich Lala, eine Tochter des Flussgottes Almo, die infolge einer Vergewaltigung durch Mercurius zur Mutter der Laren wurde.",einer Vergewaltigung,Vergewaltigung,Vergewaltigung,NOUN,infolge,,other_prepositional_dative,nmod,Mutter,NOUN,train
train-s2966,"Laut Ovid handelte es sich um eine Wassernymphe namens Lara oder ursprünglich Lala, eine Tochter des Flussgottes Almo, die infolge einer Vergewaltigung durch Mercurius zur Mutter der Laren wurde.",der Mutter,Mutter,Mutter,NOUN,zu,zu,dative_prep_zu,xcomp,wurde,VERB,train
train-s2967,"Allerdings werden auch heute noch in England Vorderlader - Disziplinen mit Entfernungen von 900 Yards geschossen, das sind 822,96 Meter.",England,England,England,PROPN,in,in,dative_prep_in,obl,geschossen,VERB,train
train-s2967,"Allerdings werden auch heute noch in England Vorderlader - Disziplinen mit Entfernungen von 900 Yards geschossen, das sind 822,96 Meter.",Vorderlader Disziplinen,Disziplinen,Disziplin,NOUN,,,other_dative,nsubj:pass,geschossen,VERB,train
train-s2967,"Allerdings werden auch heute noch in England Vorderlader - Disziplinen mit Entfernungen von 900 Yards geschossen, das sind 822,96 Meter.",Entfernungen,Entfernungen,Entfernung,NOUN,mit,mit,dative_prep_mit,nmod,Disziplinen,NOUN,train
train-s2967,"Allerdings werden auch heute noch in England Vorderlader - Disziplinen mit Entfernungen von 900 Yards geschossen, das sind 822,96 Meter.",900 Yards,Yards,Yard,NOUN,von,von,dative_prep_von,nmod,Entfernungen,NOUN,train
train-s2968,"Der Weiler ist mit dem Automobil von Val - d'Illiez her über eine eher kleine, serpentinenreiche Strasse zu erreichen.",dem Automobil,Automobil,Automobil,NOUN,mit,mit,dative_prep_mit,obl,erreichen,VERB,train
train-s2968,"Der Weiler ist mit dem Automobil von Val - d'Illiez her über eine eher kleine, serpentinenreiche Strasse zu erreichen.",Val d'Illiez,Val,Val,PROPN,von,von,dative_prep_von,obl,erreichen,VERB,train
train-s2968,"Der Weiler ist mit dem Automobil von Val - d'Illiez her über eine eher kleine, serpentinenreiche Strasse zu erreichen.",d'Illiez,d'Illiez,d'Illiez,PROPN,,,other_dative,flat,Val,PROPN,train
train-s2969,"Bald wird es Tag, und es gelingt Brian, das Flugzeug auf dem nächsten Flughafen in Bangor zu landen.",Brian,Brian,Brian,PROPN,,,core_dative_argument,obl:arg,gelingt,VERB,train
train-s2969,"Bald wird es Tag, und es gelingt Brian, das Flugzeug auf dem nächsten Flughafen in Bangor zu landen.",dem nächsten Flughafen,Flughafen,Flughafen,NOUN,auf,auf,dative_prep_auf,obl,landen,VERB,train
train-s2969,"Bald wird es Tag, und es gelingt Brian, das Flugzeug auf dem nächsten Flughafen in Bangor zu landen.",Bangor,Bangor,Bangor,PROPN,in,in,dative_prep_in,obl,landen,VERB,train
train-s2970,Sie existiert seit April 1989 und wird vom Komitee für Internet in Brasilien verwaltet.,April,April,April,PROPN,seit,seit,dative_prep_seit,obl,existiert,VERB,train
train-s2970,Sie existiert seit April 1989 und wird vom Komitee für Internet in Brasilien verwaltet.,dem Komitee,Komitee,Komitee,NOUN,von,von,dative_prep_von,obl:agent,verwaltet,VERB,train
train-s2970,Sie existiert seit April 1989 und wird vom Komitee für Internet in Brasilien verwaltet.,Internet,Internet,Internet,NOUN,für,,other_prepositional_dative,nmod,Komitee,NOUN,train
train-s2970,Sie existiert seit April 1989 und wird vom Komitee für Internet in Brasilien verwaltet.,Brasilien,Brasilien,Brasilien,PROPN,in,in,dative_prep_in,nmod,Komitee,NOUN,train
train-s2971,"Aufgrund dieser Bauweise haben Klingeltransformatoren eine relativ hohe Kurzschlussspannung, diese liegt bei 40 Prozent.",40 Prozent,Prozent,Prozent,NOUN,bei,bei,dative_prep_bei,obl,liegt,VERB,train
train-s2972,"Lee und Dan werden von Layne Hunter, einem korrupten Sheriff, und dessen Bande verfolgt.",Layne Hunter,Layne,Layne,PROPN,von,von,dative_prep_von,obl:agent,verfolgt,VERB,train
train-s2972,"Lee und Dan werden von Layne Hunter, einem korrupten Sheriff, und dessen Bande verfolgt.",Hunter,Hunter,Hunter,PROPN,,,other_dative,flat,Layne,PROPN,train
train-s2972,"Lee und Dan werden von Layne Hunter, einem korrupten Sheriff, und dessen Bande verfolgt.",einem korrupten Sheriff,Sheriff,Sheriff,NOUN,,,other_dative,appos,Layne,PROPN,train
train-s2973,Auf Antrag von einem Drittel der Delegierten müssen außerordentliche Sitzungen der Nationalversammlung einberufen werden.,einem Drittel,Drittel,Drittel,NOUN,von,von,dative_prep_von,nmod,Antrag,NOUN,train
train-s2974,"Als sie Laura gegenüber über Charles Ingalls herzieht, wird Nellie von dieser verprügelt.",Laura,Laura,Laura,PROPN,,,core_dative_argument,obl:arg,herzieht,VERB,train
train-s2975,"In § § 232-240 finden sich schließlich Bestimmungen über mögliche Formen der ""Sicherheitsleistung"".",§,§,§,NOUN,,,other_dative,compound,§,NOUN,train
train-s2975,"In § § 232-240 finden sich schließlich Bestimmungen über mögliche Formen der ""Sicherheitsleistung"".",§ §,§,§,NOUN,in,in,dative_prep_in,obl,finden,VERB,train
train-s2976,"Rauff hatte noch in Rom derartige ""Experten"" angeworben und spielte innerhalb der ""Expertengruppe"" eine führende Rolle: Nach den amerikanischen Geheimdienstberichten war Rauff am Aufbau der syrischen Geheimpolizei ""Deuxieme Bureau"" beteiligt, ebenso soll er enge Kontakte zum Chef des syrischen Militärgeheimdienstes unterhalten haben.",Rom,Rom,Rom,PROPN,in,in,dative_prep_in,obl,angeworben,VERB,train
train-s2976,"Rauff hatte noch in Rom derartige ""Experten"" angeworben und spielte innerhalb der ""Expertengruppe"" eine führende Rolle: Nach den amerikanischen Geheimdienstberichten war Rauff am Aufbau der syrischen Geheimpolizei ""Deuxieme Bureau"" beteiligt, ebenso soll er enge Kontakte zum Chef des syrischen Militärgeheimdienstes unterhalten haben.",der Expertengruppe,Expertengruppe,Expertengruppe,NOUN,innerhalb,,other_prepositional_dative,obl,spielte,VERB,train
train-s2976,"Rauff hatte noch in Rom derartige ""Experten"" angeworben und spielte innerhalb der ""Expertengruppe"" eine führende Rolle: Nach den amerikanischen Geheimdienstberichten war Rauff am Aufbau der syrischen Geheimpolizei ""Deuxieme Bureau"" beteiligt, ebenso soll er enge Kontakte zum Chef des syrischen Militärgeheimdienstes unterhalten haben.",den amerikanischen Geheimdienstberichten,Geheimdienstberichten,Geheimdienstbericht,NOUN,nach,nach,dative_prep_nach,nmod,beteiligt,ADJ,train
train-s2976,"Rauff hatte noch in Rom derartige ""Experten"" angeworben und spielte innerhalb der ""Expertengruppe"" eine führende Rolle: Nach den amerikanischen Geheimdienstberichten war Rauff am Aufbau der syrischen Geheimpolizei ""Deuxieme Bureau"" beteiligt, ebenso soll er enge Kontakte zum Chef des syrischen Militärgeheimdienstes unterhalten haben.",dem Aufbau,Aufbau,Aufbau,NOUN,an,an,dative_prep_an,nmod,beteiligt,ADJ,train
train-s2976,"Rauff hatte noch in Rom derartige ""Experten"" angeworben und spielte innerhalb der ""Expertengruppe"" eine führende Rolle: Nach den amerikanischen Geheimdienstberichten war Rauff am Aufbau der syrischen Geheimpolizei ""Deuxieme Bureau"" beteiligt, ebenso soll er enge Kontakte zum Chef des syrischen Militärgeheimdienstes unterhalten haben.",dem Chef,Chef,Chef,NOUN,zu,zu,dative_prep_zu,obl,unterhalten,VERB,train
train-s2977,Der Vorstandsvorsitzende zu dieser Zeit wurde hierfür nicht zur Verantwortung gezogen;,dieser Zeit,Zeit,Zeit,NOUN,zu,zu,dative_prep_zu,nmod,Vorstandsvorsitzende,NOUN,train
train-s2977,Der Vorstandsvorsitzende zu dieser Zeit wurde hierfür nicht zur Verantwortung gezogen;,der Verantwortung,Verantwortung,Verantwortung,NOUN,zu,zu,dative_prep_zu,obl,gezogen,VERB,train
train-s2978,"Die äußere Archivolte wird von einer weiteren überdeckt, die etwas höher als die anderen endet und dort auf auskragenden skulptierten Konsolen stehen.",auskragenden skulptierten Konsolen,Konsolen,Konsole,NOUN,auf,auf,dative_prep_auf,obl,stehen,VERB,train
train-s2979,"Die Innenseite ist schwach behaart, an der Basis kann sie auch filzig sein, die Außenseite ist unbehaart.",der Basis,Basis,Basis,NOUN,an,an,dative_prep_an,nmod,filzig,ADJ,train
